Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S04886,Male,,Medicine,2,Hybrid,Yes,Very Satisfied,Yes,Yes,No,68
S04887,Male,25,Commerce,4,Online,Yes,Neutral,No,No,No,78
S04888,Male,24,Engineering,5,Offline,Yes,Neutral,No,Yes,,92
S04889,Male,22,Engineering,8,Hybrid,Yes,Very Satisfied,Yes,No,Yes,78
S04890,Male,18,Law,0,Hybrid,Yes,Very Satisfied,Yes,No,No,40
S04891,Other,21,Medicine,7,Offline,Yes,Dissatisfied,Yes,,Yes,56
S04892,Female,21,Law,3,Online,Yes,Very Satisfied,Yes,Yes,Yes,80
S04893,Male,18,Arts,9,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,69
S04894,Other,20,Law,6,Offline,Yes,Very Satisfied,Yes,Yes,Yes,92
S04895,Male,25,Commerce,5,Offline,Yes,Dissatisfied,Yes,Yes,No,52
S04896,Male,24,Commerce,5,Hybrid,Yes,Very Satisfied,Yes,Yes,No,60
S04897,Female,23,Medicine,6,Hybrid,Yes,Very Satisfied,No,No,No,58
S04898,,21,Engineering,3,Offline,Yes,Neutral,No,Yes,Yes,92
S04899,Other,19,Commerce,5,Offline,No,Satisfied,Yes,Yes,Yes,58
S04900,Other,25,Law,2,Hybrid,Yes,Satisfied,,No,Yes,96
S04901,Female,23,Law,4,Hybrid,Yes,Dissatisfied,No,No,No,64
S04902,Male,21,Medicine,12,Hybrid,,,Yes,Yes,No,61
S04903,Other,24,Law,12,Hybrid,Yes,Neutral,Yes,No,Yes,70
S04904,Male,20,Science,12,Online,Yes,Very Satisfied,No,Yes,No,56
S04905,Male,,Medicine,1,Offline,Yes,Neutral,Yes,No,No,94
S04906,,19,Medicine,2,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,62
S04907,Female,24,Commerce,12,Offline,Yes,Neutral,Yes,Yes,Yes,71
S04908,Male,23,Medicine,8,Hybrid,Yes,Very Dissatisfied,,,No,49
S04909,Other,25,Arts,5,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,49
S04910,Male,19,Commerce,2,Offline,Yes,Very Dissatisfied,,Yes,No,75
S04911,Other,25,,1,Online,Yes,Very Dissatisfied,Yes,Yes,No,47
S04912,Male,18,Science,4,,Yes,Very Dissatisfied,No,Yes,No,93
S04913,Other,22,Commerce,9,Online,Yes,Very Satisfied,,No,Yes,91
S04914,Other,18,Engineering,4,Hybrid,Yes,Neutral,,No,Yes,59
S04915,Male,23,Law,0,Hybrid,Yes,Satisfied,,Yes,Yes,71
S04916,Male,22,Law,,,Yes,Satisfied,No,No,No,89
S04917,Other,18,Medicine,6,Hybrid,Yes,Very Satisfied,,No,Yes,53
S04918,Female,22,Science,8,Online,Yes,Dissatisfied,No,Yes,Yes,89
S04919,Male,21,Law,4,Online,Yes,Very Dissatisfied,No,No,Yes,67
S04920,Female,24,Engineering,3,Offline,Yes,Neutral,No,No,No,85
S04921,,19,Science,2,Online,,Very Dissatisfied,Yes,Yes,No,91
S04922,,22,Arts,9,Offline,Yes,Very Dissatisfied,No,,Yes,92
S04923,Male,21,Law,12,Online,No,Satisfied,Yes,,,63
S04924,Male,24,Commerce,8,Offline,Yes,Very Dissatisfied,No,Yes,No,54
S04925,Female,24,,6,Offline,Yes,Neutral,Yes,No,Yes,61
S04926,Male,20,Engineering,11,Hybrid,Yes,Neutral,No,No,No,69
S04927,Other,25,Law,6,,Yes,Satisfied,Yes,Yes,No,43
S04928,Other,18,Medicine,12,Offline,Yes,Very Satisfied,,No,,52
S04929,Female,20,Arts,7,Online,No,Satisfied,No,Yes,Yes,98
S04930,Male,25,Commerce,9,Offline,Yes,Satisfied,Yes,Yes,,62
S04931,Other,25,Arts,,Hybrid,Yes,Very Dissatisfied,No,,No,47
S04932,Female,23,Arts,10,Online,Yes,Dissatisfied,No,Yes,No,57
S04933,Male,21,Law,3,Offline,Yes,Very Satisfied,No,Yes,Yes,51
S04934,Other,20,Commerce,12,Online,Yes,Very Satisfied,Yes,No,No,94
S04935,Other,20,Law,12,Online,Yes,Very Satisfied,Yes,Yes,Yes,70
S04936,Female,25,Law,4,Online,No,Very Dissatisfied,No,No,,53
S04937,Male,24,Medicine,4,Online,Yes,Satisfied,Yes,Yes,Yes,73
S04938,Male,21,Engineering,0,Online,Yes,Very Dissatisfied,No,,Yes,57
S04939,Other,24,Medicine,2,Offline,Yes,,Yes,No,No,95
S04940,Other,19,Medicine,1,Online,,Dissatisfied,,Yes,Yes,73
S04941,Other,22,Law,11,Online,Yes,Dissatisfied,Yes,No,Yes,50
S04942,Male,23,Medicine,6,,Yes,Very Dissatisfied,No,Yes,Yes,80
S04943,Female,23,Medicine,12,Hybrid,Yes,Satisfied,No,Yes,Yes,51
S04944,Female,18,Science,4,Online,Yes,Very Satisfied,Yes,Yes,No,88
S04945,Male,24,Commerce,2,Offline,Yes,Neutral,Yes,No,Yes,54
S04946,,22,Engineering,10,Hybrid,Yes,Neutral,Yes,Yes,No,96
S04947,Other,25,Commerce,7,Hybrid,Yes,Dissatisfied,Yes,,Yes,70
S04948,Female,18,Engineering,0,Online,Yes,Satisfied,No,No,Yes,88
S04949,Female,23,Science,0,Offline,Yes,Very Satisfied,Yes,No,Yes,97
S04950,Female,22,Law,,Offline,Yes,Dissatisfied,Yes,Yes,Yes,68
S04951,Other,20,Engineering,0,Hybrid,Yes,Satisfied,Yes,No,Yes,65
S04952,,19,Engineering,3,Hybrid,Yes,Very Satisfied,Yes,No,No,57
S04953,Other,25,Engineering,,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,71
S04954,Male,20,Science,0,Hybrid,Yes,Satisfied,No,Yes,No,61
S04955,Male,19,,12,Hybrid,Yes,Neutral,No,Yes,Yes,77
S04956,Male,25,Science,8,Online,No,Satisfied,No,No,No,56
S04957,Female,24,Engineering,3,Online,Yes,Satisfied,Yes,Yes,No,62
S04958,Female,21,Medicine,8,Online,Yes,Satisfied,,Yes,Yes,63
S04959,Male,18,Engineering,8,,Yes,Very Satisfied,,No,Yes,89
S04960,Male,,Medicine,12,Online,Yes,Very Satisfied,Yes,No,Yes,47
S04961,Female,21,Law,5,Hybrid,Yes,,No,Yes,Yes,80
S04962,Other,22,Science,12,Offline,Yes,Very Dissatisfied,No,No,No,45
S04963,Male,21,Medicine,6,Offline,Yes,Very Satisfied,No,No,Yes,44
S04964,Other,24,Science,12,Online,Yes,Very Satisfied,No,No,Yes,83
S04965,Female,23,Arts,0,Offline,Yes,Dissatisfied,No,No,No,96
S04966,Male,21,Commerce,4,,Yes,Satisfied,No,No,No,68
S04967,Other,19,Arts,2,Offline,Yes,Satisfied,Yes,No,No,67
S04968,Other,23,Medicine,9,Online,Yes,Neutral,Yes,No,No,50
S04969,Other,21,Arts,9,Offline,Yes,,,No,Yes,96
S04970,Female,18,,12,Online,Yes,Very Satisfied,Yes,No,No,40
S04971,Female,20,Medicine,,Hybrid,Yes,Very Dissatisfied,No,Yes,No,82
S04972,Other,19,Law,3,Hybrid,Yes,Very Dissatisfied,No,Yes,,58
S04973,Other,24,Law,12,Online,Yes,Satisfied,No,,No,48
S04974,Female,19,Commerce,12,Online,Yes,Satisfied,No,Yes,No,66
S04975,Other,25,Commerce,8,Offline,Yes,Very Satisfied,No,No,No,73
S04976,Other,22,Medicine,6,Hybrid,Yes,Satisfied,Yes,Yes,Yes,83
S04977,Female,20,Science,3,Offline,Yes,Very Satisfied,Yes,No,No,43
S04978,Other,19,Medicine,12,Hybrid,,Neutral,Yes,No,Yes,75
S04979,,25,Science,10,Offline,Yes,Neutral,No,Yes,Yes,57
S04980,Other,21,Science,5,Offline,,Dissatisfied,Yes,Yes,No,54
S04981,Female,19,Science,1,Hybrid,Yes,Very Dissatisfied,No,No,No,90
S04982,,19,Medicine,2,,No,Dissatisfied,Yes,Yes,Yes,52
S04983,,19,Engineering,10,Hybrid,Yes,Neutral,Yes,No,No,58
S04984,Female,22,Engineering,6,Online,Yes,Satisfied,No,Yes,Yes,88
S04985,Male,19,Law,10,Offline,Yes,Very Dissatisfied,Yes,No,Yes,45
S04986,Male,19,Engineering,11,Hybrid,Yes,Very Dissatisfied,No,Yes,No,87
S04987,Other,22,Engineering,3,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,95
S04988,Female,25,,11,Offline,Yes,Very Dissatisfied,No,Yes,Yes,51
S04989,Male,23,Science,9,Hybrid,Yes,Neutral,Yes,No,No,90
S04990,Other,20,Commerce,,Offline,Yes,Satisfied,No,Yes,No,76
S04991,Male,25,Science,8,Offline,,Dissatisfied,Yes,Yes,No,56
S04992,Male,24,Medicine,12,Online,Yes,Satisfied,No,Yes,No,97
S04993,Female,23,Commerce,4,Online,Yes,Dissatisfied,Yes,No,,62
S04994,Female,18,Commerce,0,Online,No,Very Satisfied,No,No,Yes,65
S04995,Male,22,Engineering,4,Offline,Yes,Very Dissatisfied,No,Yes,No,68
S04996,Male,22,Science,5,Offline,Yes,Very Satisfied,Yes,No,No,72
S04997,Female,19,Engineering,10,Hybrid,Yes,Very Dissatisfied,No,Yes,No,99
S04998,Other,19,Science,1,Online,Yes,Very Satisfied,No,No,Yes,66
S04999,Female,24,,7,Online,Yes,Satisfied,No,Yes,Yes,64
S05000,Male,18,Engineering,12,Hybrid,Yes,Neutral,No,No,No,95
S05001,Other,19,Engineering,1,Online,Yes,Dissatisfied,No,Yes,Yes,94
S05002,Male,21,Medicine,8,,Yes,Very Dissatisfied,Yes,,Yes,49
S05003,Other,19,Law,12,Online,Yes,Dissatisfied,Yes,Yes,,86
S05004,Male,19,Engineering,1,Hybrid,Yes,Neutral,,No,Yes,62
S05005,Other,21,Arts,2,Online,Yes,Very Satisfied,No,Yes,Yes,60
S05006,Other,18,Arts,7,Offline,No,Satisfied,No,Yes,Yes,60
S05007,Male,21,Arts,,Online,Yes,Dissatisfied,No,Yes,No,82
S05008,Other,22,Medicine,5,Offline,Yes,Very Satisfied,No,,No,52
S05009,Female,21,,0,Online,Yes,Very Dissatisfied,No,Yes,No,76
S05010,Male,20,Engineering,3,Offline,Yes,Dissatisfied,Yes,Yes,Yes,72
S05011,Female,22,Arts,4,Online,Yes,,No,No,No,63
S05012,Male,19,Medicine,10,Offline,Yes,Very Dissatisfied,Yes,Yes,,83
S05013,Other,24,Commerce,2,Offline,Yes,Neutral,Yes,Yes,No,50
S05014,Other,22,Arts,0,Online,Yes,Very Satisfied,No,Yes,No,56
S05015,Other,18,,2,Hybrid,Yes,Dissatisfied,No,No,No,43
S05016,Male,18,Law,12,Online,Yes,Very Satisfied,Yes,No,Yes,86
S05017,Female,21,Engineering,8,Hybrid,Yes,Satisfied,Yes,No,No,64
S05018,Female,22,Law,1,,Yes,Very Satisfied,No,No,No,69
S05019,Male,19,Law,0,Hybrid,Yes,Very Satisfied,,No,Yes,48
S05020,Male,18,Science,6,Hybrid,No,Very Dissatisfied,Yes,No,Yes,60
S05021,,23,Science,12,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,59
S05022,Female,19,Science,6,Hybrid,Yes,Neutral,Yes,No,,58
S05023,Female,23,Commerce,4,Online,Yes,Very Satisfied,Yes,No,No,58
S05024,Female,20,Arts,1,Offline,Yes,Satisfied,,Yes,No,51
S05025,Male,23,Engineering,0,Offline,Yes,Very Satisfied,No,No,,76
S05026,Male,25,Science,12,Online,Yes,Very Dissatisfied,No,No,Yes,81
S05027,Other,18,Medicine,4,Online,Yes,Satisfied,No,No,Yes,56
S05028,Female,21,Engineering,9,Online,Yes,Very Dissatisfied,Yes,No,Yes,76
S05029,Other,20,Engineering,3,Hybrid,Yes,Neutral,No,Yes,Yes,93
S05030,Male,22,Engineering,8,,Yes,Neutral,No,Yes,No,87
S05031,Male,,Science,4,Offline,Yes,Very Dissatisfied,No,Yes,No,78
S05032,Other,18,Science,10,Online,Yes,Neutral,Yes,No,Yes,67
S05033,Female,20,Arts,9,Offline,Yes,Very Dissatisfied,,Yes,Yes,80
S05034,Female,,Science,11,Offline,Yes,Dissatisfied,,No,Yes,74
S05035,,25,Science,11,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,86
S05036,Female,18,Engineering,,Hybrid,Yes,Dissatisfied,No,Yes,Yes,87
S05037,Other,22,Arts,3,Offline,,Neutral,Yes,Yes,No,57
S05038,Other,22,Law,12,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,53
S05039,Male,21,Science,11,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,74
S05040,Female,24,Medicine,8,Hybrid,,Very Dissatisfied,Yes,Yes,No,83
S05041,Female,23,Science,7,Offline,Yes,Very Dissatisfied,Yes,Yes,No,80
S05042,Female,,Law,2,Offline,Yes,Very Satisfied,No,No,Yes,99
S05043,Other,,Engineering,7,Offline,Yes,Satisfied,No,No,No,46
S05044,Female,21,Arts,12,Online,Yes,Dissatisfied,No,Yes,No,80
S05045,Other,23,Engineering,1,Offline,Yes,Neutral,,No,No,52
S05046,Female,,Commerce,2,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,57
S05047,Female,18,Science,,Offline,Yes,Dissatisfied,No,No,No,76
S05048,Male,22,Medicine,10,Online,Yes,Satisfied,No,Yes,Yes,52
S05049,Female,21,Commerce,11,Hybrid,,Dissatisfied,Yes,Yes,No,75
S05050,,20,Science,9,Offline,Yes,Neutral,Yes,,Yes,70
S05051,Male,22,Commerce,9,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,41
S05052,Other,19,Law,7,Hybrid,Yes,Neutral,No,Yes,No,55
S05053,Other,24,Science,0,Offline,Yes,Very Dissatisfied,Yes,,No,48
S05054,Female,20,Medicine,3,Online,Yes,Satisfied,Yes,No,No,48
S05055,Other,,Science,0,Hybrid,Yes,Neutral,Yes,No,Yes,77
S05056,Female,25,Commerce,0,Offline,Yes,Dissatisfied,Yes,Yes,Yes,50
S05057,Male,22,Arts,11,Hybrid,Yes,Satisfied,No,No,No,93
S05058,Male,25,Commerce,4,,Yes,Neutral,No,Yes,No,95
S05059,Female,20,Science,5,Offline,Yes,Very Dissatisfied,Yes,No,No,61
S05060,Male,18,Science,0,Hybrid,Yes,Satisfied,No,Yes,Yes,72
S05061,Male,18,Arts,10,Offline,,Very Dissatisfied,,Yes,Yes,75
S05062,Female,24,Engineering,5,Offline,Yes,Very Satisfied,Yes,No,No,84
S05063,Female,18,Arts,4,Hybrid,Yes,Dissatisfied,Yes,No,Yes,62
S05064,Male,23,,3,Offline,No,Very Dissatisfied,No,Yes,,84
S05065,Other,19,Medicine,9,Offline,Yes,Neutral,Yes,Yes,,84
S05066,Other,18,Science,4,Hybrid,Yes,Very Satisfied,No,No,Yes,73
S05067,Female,25,Law,,Online,Yes,Satisfied,Yes,Yes,No,48
S05068,Female,19,Law,8,,Yes,Neutral,No,No,No,63
S05069,Other,18,Commerce,10,Online,Yes,Satisfied,,Yes,No,47
S05070,Male,23,Arts,11,Online,Yes,Very Satisfied,No,Yes,No,46
S05071,Other,25,Arts,1,Online,Yes,Neutral,No,No,No,75
S05072,Other,20,Law,5,Online,Yes,Very Dissatisfied,Yes,No,Yes,57
S05073,Other,,Engineering,2,Hybrid,Yes,Neutral,Yes,Yes,,42
S05074,Other,22,Arts,1,Hybrid,Yes,Dissatisfied,No,Yes,No,67
S05075,Female,18,Engineering,11,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,45
S05076,Female,22,Engineering,12,Offline,Yes,Dissatisfied,Yes,Yes,No,83
S05077,,18,Engineering,0,Online,Yes,Neutral,No,No,Yes,83
S05078,Male,18,Engineering,3,Online,Yes,Neutral,No,Yes,No,60
S05079,Male,25,Commerce,7,Hybrid,Yes,Satisfied,No,Yes,Yes,67
S05080,Male,24,Commerce,,Offline,Yes,Neutral,No,Yes,Yes,79
S05081,Other,21,Law,4,Offline,Yes,Very Dissatisfied,No,Yes,Yes,93
S05082,Female,21,Commerce,9,,Yes,Dissatisfied,No,Yes,No,93
S05083,Female,24,Medicine,4,Online,Yes,Very Satisfied,No,No,Yes,40
S05084,Male,21,Arts,4,,Yes,Dissatisfied,Yes,Yes,Yes,75
S05085,Male,19,Medicine,10,,Yes,Satisfied,Yes,No,,60
S05086,Other,21,Commerce,8,Offline,Yes,Very Satisfied,No,,Yes,99
S05087,Other,18,Arts,7,Online,Yes,Very Satisfied,Yes,No,Yes,82
S05088,Male,23,Arts,7,Offline,Yes,Neutral,No,No,No,74
S05089,Female,23,Engineering,12,Online,Yes,Satisfied,No,Yes,Yes,52
S05090,Female,20,Law,12,Online,Yes,,Yes,Yes,No,96
S05091,Female,25,Engineering,0,,Yes,Neutral,,No,Yes,88
S05092,Male,21,Engineering,0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,93
S05093,Female,23,Medicine,1,Online,Yes,Neutral,No,Yes,No,93
S05094,,21,Commerce,7,Online,Yes,Satisfied,No,,No,49
S05095,Other,25,Medicine,9,Offline,Yes,Very Satisfied,Yes,Yes,No,92
S05096,Male,20,Commerce,0,Offline,Yes,Very Dissatisfied,No,No,No,83
S05097,Other,23,Medicine,3,Hybrid,Yes,Satisfied,No,Yes,No,86
S05098,Male,18,Arts,8,Offline,Yes,Satisfied,No,Yes,No,92
S05099,Female,19,Commerce,1,Online,Yes,Neutral,No,Yes,Yes,49
S05100,,24,Commerce,2,Hybrid,Yes,Dissatisfied,,Yes,No,85
S05101,Female,24,Medicine,10,Hybrid,Yes,Satisfied,Yes,No,No,52
S05102,Other,24,Science,5,Hybrid,Yes,Dissatisfied,Yes,No,No,76
S05103,Male,21,Arts,12,Online,,Very Dissatisfied,Yes,Yes,Yes,77
S05104,Female,23,Arts,10,,Yes,Very Satisfied,Yes,Yes,No,63
S05105,,25,Science,9,Offline,Yes,Dissatisfied,Yes,Yes,Yes,41
S05106,,25,Medicine,2,Offline,Yes,Dissatisfied,No,Yes,Yes,61
S05107,Other,23,Medicine,3,Offline,Yes,Dissatisfied,Yes,No,No,56
S05108,Other,20,Arts,8,Hybrid,Yes,Dissatisfied,Yes,Yes,No,75
S05109,Male,18,Medicine,8,,Yes,Dissatisfied,No,Yes,No,53
S05110,Other,22,Law,9,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,49
S05111,Other,23,Law,4,Online,Yes,Satisfied,No,No,No,74
S05112,Male,19,Science,6,Hybrid,Yes,Very Satisfied,No,Yes,No,64
S05113,Female,20,Commerce,8,Online,Yes,Satisfied,Yes,Yes,Yes,42
S05114,Other,23,Law,7,Online,Yes,Very Dissatisfied,No,No,Yes,86
S05115,Male,23,Medicine,10,Hybrid,Yes,Very Dissatisfied,No,No,No,77
S05116,Other,20,Science,6,Offline,Yes,Dissatisfied,Yes,No,No,56
S05117,Other,20,Law,11,Online,Yes,Very Dissatisfied,No,Yes,Yes,51
S05118,Other,21,Engineering,7,Online,Yes,Very Dissatisfied,Yes,No,Yes,93
S05119,Other,23,Science,4,Hybrid,Yes,Dissatisfied,No,No,No,91
S05120,Male,22,Arts,4,Online,Yes,Very Dissatisfied,No,No,Yes,63
S05121,Male,19,Law,4,Online,Yes,Very Dissatisfied,No,Yes,Yes,68
S05122,Male,18,Arts,0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,82
S05123,Other,18,Science,5,Hybrid,Yes,Neutral,No,No,No,64
S05124,Other,22,Law,4,Online,Yes,Satisfied,Yes,No,No,75
S05125,Other,25,Arts,7,Hybrid,Yes,Neutral,Yes,Yes,No,97
S05126,Male,20,Commerce,7,Offline,Yes,Satisfied,Yes,Yes,No,99
S05127,Other,20,Commerce,1,Online,,Dissatisfied,No,No,No,65
S05128,Female,25,Engineering,10,Hybrid,Yes,Dissatisfied,No,Yes,No,77
S05129,Other,20,Medicine,5,Hybrid,Yes,Satisfied,No,Yes,Yes,40
S05130,,25,Science,11,Online,Yes,Satisfied,Yes,No,No,59
S05131,Other,,Medicine,10,Hybrid,Yes,Very Satisfied,Yes,,Yes,94
S05132,Male,25,Medicine,9,Offline,Yes,Satisfied,Yes,,Yes,67
S05133,Other,20,Arts,9,Offline,Yes,Satisfied,Yes,No,No,55
S05134,Female,20,Engineering,5,Offline,Yes,Dissatisfied,No,No,Yes,86
S05135,Female,23,Science,2,Offline,Yes,Dissatisfied,Yes,Yes,Yes,56
S05136,Other,25,Commerce,0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,79
S05137,Female,23,Medicine,6,Hybrid,Yes,,No,No,,67
S05138,Female,22,Arts,9,Offline,No,Dissatisfied,No,No,No,97
S05139,Male,21,Medicine,4,Offline,Yes,Very Dissatisfied,Yes,No,Yes,51
S05140,Other,23,Law,11,Offline,Yes,Neutral,No,No,No,66
S05141,Other,19,Commerce,11,Offline,Yes,Neutral,Yes,Yes,Yes,93
S05142,Other,20,,9,Offline,Yes,Very Dissatisfied,No,Yes,No,92
S05143,Female,21,Law,4,Hybrid,Yes,Very Dissatisfied,No,No,No,81
S05144,,,Law,10,Offline,Yes,Satisfied,,Yes,No,98
S05145,Other,22,Arts,7,,Yes,Satisfied,Yes,,No,86
S05146,Male,25,Arts,11,Online,Yes,Neutral,No,Yes,Yes,69
S05147,Male,21,Law,4,Hybrid,Yes,Neutral,Yes,Yes,Yes,80
S05148,Male,23,Engineering,4,Offline,Yes,Satisfied,Yes,Yes,,73
S05149,Female,20,Medicine,0,,Yes,Satisfied,,,Yes,76
S05150,Other,20,Law,1,Online,Yes,Satisfied,Yes,No,Yes,45
S05151,Male,20,Law,4,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,46
S05152,Male,21,Arts,6,Offline,Yes,Dissatisfied,No,No,No,71
S05153,Male,20,Medicine,2,Offline,Yes,Neutral,No,No,No,71
S05154,Other,23,Science,11,,Yes,Very Satisfied,Yes,Yes,Yes,92
S05155,Other,25,Commerce,0,Offline,No,Satisfied,Yes,Yes,Yes,64
S05156,Other,21,Arts,10,Online,Yes,Very Dissatisfied,Yes,No,Yes,72
S05157,,20,Medicine,11,Hybrid,Yes,Neutral,Yes,Yes,No,94
S05158,Female,,Medicine,1,Offline,Yes,Satisfied,No,No,Yes,97
S05159,Male,18,Engineering,2,Hybrid,,Very Dissatisfied,Yes,Yes,Yes,46
S05160,Other,19,Commerce,11,Offline,Yes,Neutral,No,No,Yes,91
S05161,Male,20,Arts,8,Offline,No,Neutral,Yes,Yes,Yes,96
S05162,Other,20,Arts,7,Online,Yes,Very Satisfied,Yes,Yes,Yes,51
S05163,Other,21,Science,3,Offline,No,Very Satisfied,No,No,Yes,55
S05164,Other,21,Engineering,7,Offline,Yes,Neutral,No,,Yes,55
S05165,Female,24,Engineering,12,Offline,Yes,,No,Yes,No,82
S05166,Female,25,Medicine,8,Online,Yes,Satisfied,Yes,Yes,Yes,92
S05167,Other,20,Medicine,2,Hybrid,No,Satisfied,,No,,75
S05168,Male,19,Arts,5,Online,,Neutral,Yes,Yes,Yes,52
S05169,Other,25,Science,,Offline,Yes,Satisfied,Yes,Yes,Yes,46
S05170,,20,Arts,9,Offline,Yes,Very Satisfied,No,Yes,No,75
S05171,Male,25,Law,6,Offline,Yes,Satisfied,Yes,Yes,No,86
S05172,Other,23,Medicine,8,Hybrid,Yes,Dissatisfied,Yes,No,Yes,90
S05173,Male,21,Law,6,Hybrid,Yes,Very Satisfied,Yes,Yes,No,48
S05174,Female,20,Science,0,Offline,Yes,Very Satisfied,No,Yes,No,71
S05175,Female,25,Arts,8,Offline,Yes,,Yes,Yes,Yes,50
S05176,Male,21,Medicine,11,Hybrid,Yes,Neutral,Yes,No,No,47
S05177,Female,20,Science,4,Online,Yes,Satisfied,Yes,Yes,No,72
S05178,,22,Arts,5,Online,Yes,Satisfied,Yes,No,Yes,62
S05179,Male,21,,1,Hybrid,Yes,Neutral,No,No,Yes,64
S05180,Female,25,Law,1,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,95
S05181,Other,19,Commerce,12,Offline,Yes,Satisfied,Yes,Yes,No,47
S05182,Other,22,Engineering,,Hybrid,,Very Dissatisfied,Yes,Yes,Yes,84
S05183,Male,23,Medicine,3,Hybrid,Yes,Very Satisfied,Yes,,Yes,61
S05184,Female,20,Engineering,4,,Yes,Dissatisfied,Yes,No,No,98
S05185,Other,24,Science,6,Hybrid,Yes,Very Dissatisfied,No,No,Yes,43
S05186,Other,23,Engineering,12,Offline,Yes,Satisfied,No,Yes,,79
S05187,Female,21,Law,10,Online,Yes,,No,No,No,42
S05188,Female,22,Commerce,11,Online,Yes,Neutral,No,Yes,No,68
S05189,Other,23,,0,Online,Yes,Dissatisfied,No,No,No,80
S05190,Other,19,Arts,9,,Yes,Dissatisfied,No,Yes,No,68
S05191,Male,24,Arts,,Online,Yes,Very Satisfied,Yes,Yes,No,73
S05192,,21,Law,12,Online,Yes,Very Dissatisfied,Yes,Yes,No,73
S05193,Other,22,Medicine,8,,Yes,Dissatisfied,Yes,Yes,Yes,67
S05194,Male,23,Engineering,7,Offline,Yes,Very Satisfied,No,Yes,No,52
S05195,Other,22,Arts,2,Online,Yes,Very Satisfied,Yes,Yes,Yes,54
S05196,Other,,,5,Online,,Very Satisfied,Yes,Yes,No,99
S05197,Male,23,Law,10,Online,Yes,Satisfied,Yes,Yes,Yes,62
S05198,Male,18,Arts,8,Hybrid,Yes,Dissatisfied,No,Yes,No,83
S05199,Female,20,Science,7,Offline,Yes,Neutral,No,Yes,Yes,65
S05200,Female,25,Commerce,6,Offline,,Very Satisfied,Yes,No,,43
S05201,Female,21,Engineering,6,Offline,Yes,Neutral,Yes,Yes,No,65
S05202,Other,21,Medicine,0,Offline,Yes,Satisfied,No,Yes,Yes,79
S05203,Male,24,Engineering,4,Online,Yes,Very Dissatisfied,No,Yes,No,48
S05204,Other,24,Engineering,6,Offline,Yes,Satisfied,Yes,No,No,94
S05205,Male,24,Engineering,12,Hybrid,Yes,Satisfied,No,Yes,No,44
S05206,,21,Law,1,Hybrid,No,Dissatisfied,No,Yes,Yes,95
S05207,Female,22,Law,5,Online,Yes,Very Satisfied,Yes,No,Yes,71
S05208,Female,24,Medicine,1,Online,Yes,Satisfied,Yes,Yes,No,59
S05209,Female,23,Law,2,Offline,Yes,Very Satisfied,Yes,Yes,Yes,89
S05210,Other,20,Medicine,0,Online,Yes,Neutral,No,Yes,No,50
S05211,Male,19,Medicine,2,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,54
S05212,Male,21,Law,6,Online,Yes,Very Dissatisfied,Yes,Yes,No,71
S05213,Female,23,Arts,4,Hybrid,Yes,Neutral,No,Yes,No,67
S05214,Female,20,,3,Offline,Yes,Dissatisfied,,No,No,61
S05215,Female,,,12,Online,Yes,Neutral,Yes,Yes,Yes,80
S05216,Female,18,Science,11,Offline,Yes,Neutral,Yes,Yes,Yes,56
S05217,Male,25,Law,7,Offline,Yes,Dissatisfied,Yes,Yes,Yes,98
S05218,Other,23,Science,7,Offline,Yes,Dissatisfied,No,Yes,No,65
S05219,Other,21,Law,,Hybrid,Yes,Satisfied,No,Yes,Yes,83
S05220,Other,24,Science,8,Offline,Yes,Very Satisfied,Yes,No,Yes,46
S05221,Other,22,Commerce,8,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,81
S05222,Female,24,Science,1,Online,Yes,Dissatisfied,No,No,Yes,96
S05223,Female,20,Arts,1,,Yes,Dissatisfied,No,No,Yes,65
S05224,Female,20,Engineering,7,Hybrid,Yes,Satisfied,Yes,Yes,No,64
S05225,Other,19,Medicine,11,Offline,Yes,Satisfied,,No,Yes,49
S05226,Female,24,Science,10,Hybrid,No,Very Satisfied,No,Yes,Yes,98
