Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute
S05136,Other,25.0,Commerce,0.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S05137,Female,23.0,Medicine,6.0,Hybrid,Yes,,No,No,
S05138,Female,22.0,Arts,9.0,Offline,No,Dissatisfied,No,No,No
S05139,Male,21.0,Medicine,4.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes
S05140,Other,23.0,Law,11.0,Offline,Yes,Neutral,No,No,No
S05141,Other,19.0,Commerce,11.0,Offline,Yes,Neutral,Yes,Yes,Yes
S05142,Other,20.0,,9.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S05143,Female,21.0,Law,4.0,Hybrid,Yes,Very Dissatisfied,No,No,No
S05144,,,Law,10.0,Offline,Yes,Satisfied,,Yes,No
S05145,Other,22.0,Arts,7.0,,Yes,Satisfied,Yes,,No
S05146,Male,25.0,Arts,11.0,Online,Yes,Neutral,No,Yes,Yes
S05147,Male,21.0,Law,4.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S05148,Male,23.0,Engineering,4.0,Offline,Yes,Satisfied,Yes,Yes,
S05149,Female,20.0,Medicine,0.0,,Yes,Satisfied,,,Yes
S05150,Other,20.0,Law,1.0,Online,Yes,Satisfied,Yes,No,Yes
S05151,Male,20.0,Law,4.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S05152,Male,21.0,Arts,6.0,Offline,Yes,Dissatisfied,No,No,No
S05153,Male,20.0,Medicine,2.0,Offline,Yes,Neutral,No,No,No
S05154,Other,23.0,Science,11.0,,Yes,Very Satisfied,Yes,Yes,Yes
S05155,Other,25.0,Commerce,0.0,Offline,No,Satisfied,Yes,Yes,Yes
S05156,Other,21.0,Arts,10.0,Online,Yes,Very Dissatisfied,Yes,No,Yes
S05157,,20.0,Medicine,11.0,Hybrid,Yes,Neutral,Yes,Yes,No
S05158,Female,,Medicine,1.0,Offline,Yes,Satisfied,No,No,Yes
S05159,Male,18.0,Engineering,2.0,Hybrid,,Very Dissatisfied,Yes,Yes,Yes
S05160,Other,19.0,Commerce,11.0,Offline,Yes,Neutral,No,No,Yes
S05161,Male,20.0,Arts,8.0,Offline,No,Neutral,Yes,Yes,Yes
S05162,Other,20.0,Arts,7.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S05163,Other,21.0,Science,3.0,Offline,No,Very Satisfied,No,No,Yes
S05164,Other,21.0,Engineering,7.0,Offline,Yes,Neutral,No,,Yes
S05165,Female,24.0,Engineering,12.0,Offline,Yes,,No,Yes,No
S05166,Female,25.0,Medicine,8.0,Online,Yes,Satisfied,Yes,Yes,Yes
S05167,Other,20.0,Medicine,2.0,Hybrid,No,Satisfied,,No,
S05168,Male,19.0,Arts,5.0,Online,,Neutral,Yes,Yes,Yes
S05169,Other,25.0,Science,,Offline,Yes,Satisfied,Yes,Yes,Yes
S05170,,20.0,Arts,9.0,Offline,Yes,Very Satisfied,No,Yes,No
S05171,Male,25.0,Law,6.0,Offline,Yes,Satisfied,Yes,Yes,No
S05172,Other,23.0,Medicine,8.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes
S05173,Male,21.0,Law,6.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S05174,Female,20.0,Science,0.0,Offline,Yes,Very Satisfied,No,Yes,No
S05175,Female,25.0,Arts,8.0,Offline,Yes,,Yes,Yes,Yes
S05176,Male,21.0,Medicine,11.0,Hybrid,Yes,Neutral,Yes,No,No
S05177,Female,20.0,Science,4.0,Online,Yes,Satisfied,Yes,Yes,No
S05178,,22.0,Arts,5.0,Online,Yes,Satisfied,Yes,No,Yes
S05179,Male,21.0,,1.0,Hybrid,Yes,Neutral,No,No,Yes
S05180,Female,25.0,Law,1.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S05181,Other,19.0,Commerce,12.0,Offline,Yes,Satisfied,Yes,Yes,No
S05182,Other,22.0,Engineering,,Hybrid,,Very Dissatisfied,Yes,Yes,Yes
S05183,Male,23.0,Medicine,3.0,Hybrid,Yes,Very Satisfied,Yes,,Yes
S05184,Female,20.0,Engineering,4.0,,Yes,Dissatisfied,Yes,No,No
S05185,Other,24.0,Science,6.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S05186,Other,23.0,Engineering,12.0,Offline,Yes,Satisfied,No,Yes,
S05187,Female,21.0,Law,10.0,Online,Yes,,No,No,No
S05188,Female,22.0,Commerce,11.0,Online,Yes,Neutral,No,Yes,No
S05189,Other,23.0,,0.0,Online,Yes,Dissatisfied,No,No,No
S05190,Other,19.0,Arts,9.0,,Yes,Dissatisfied,No,Yes,No
S05191,Male,24.0,Arts,,Online,Yes,Very Satisfied,Yes,Yes,No
S05192,,21.0,Law,12.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S05193,Other,22.0,Medicine,8.0,,Yes,Dissatisfied,Yes,Yes,Yes
S05194,Male,23.0,Engineering,7.0,Offline,Yes,Very Satisfied,No,Yes,No
S05195,Other,22.0,Arts,2.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S05196,Other,,,5.0,Online,,Very Satisfied,Yes,Yes,No
S05197,Male,23.0,Law,10.0,Online,Yes,Satisfied,Yes,Yes,Yes
S05198,Male,18.0,Arts,8.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S05199,Female,20.0,Science,7.0,Offline,Yes,Neutral,No,Yes,Yes
S05200,Female,25.0,Commerce,6.0,Offline,,Very Satisfied,Yes,No,
S05201,Female,21.0,Engineering,6.0,Offline,Yes,Neutral,Yes,Yes,No
S05202,Other,21.0,Medicine,0.0,Offline,Yes,Satisfied,No,Yes,Yes
S05203,Male,24.0,Engineering,4.0,Online,Yes,Very Dissatisfied,No,Yes,No
S05204,Other,24.0,Engineering,6.0,Offline,Yes,Satisfied,Yes,No,No
S05205,Male,24.0,Engineering,12.0,Hybrid,Yes,Satisfied,No,Yes,No
S05206,,21.0,Law,1.0,Hybrid,No,Dissatisfied,No,Yes,Yes
S05207,Female,22.0,Law,5.0,Online,Yes,Very Satisfied,Yes,No,Yes
S05208,Female,24.0,Medicine,1.0,Online,Yes,Satisfied,Yes,Yes,No
S05209,Female,23.0,Law,2.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S05210,Other,20.0,Medicine,0.0,Online,Yes,Neutral,No,Yes,No
S05211,Male,19.0,Medicine,2.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S05212,Male,21.0,Law,6.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S05213,Female,23.0,Arts,4.0,Hybrid,Yes,Neutral,No,Yes,No
S05214,Female,20.0,,3.0,Offline,Yes,Dissatisfied,,No,No
S05215,Female,,,12.0,Online,Yes,Neutral,Yes,Yes,Yes
S05216,Female,18.0,Science,11.0,Offline,Yes,Neutral,Yes,Yes,Yes
S05217,Male,25.0,Law,7.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S05218,Other,23.0,Science,7.0,Offline,Yes,Dissatisfied,No,Yes,No
S05219,Other,21.0,Law,,Hybrid,Yes,Satisfied,No,Yes,Yes
S05220,Other,24.0,Science,8.0,Offline,Yes,Very Satisfied,Yes,No,Yes
S05221,Other,22.0,Commerce,8.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S05222,Female,24.0,Science,1.0,Online,Yes,Dissatisfied,No,No,Yes
S05223,Female,20.0,Arts,1.0,,Yes,Dissatisfied,No,No,Yes
S05224,Female,20.0,Engineering,7.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S05225,Other,19.0,Medicine,11.0,Offline,Yes,Satisfied,,No,Yes
S05226,Female,24.0,Science,10.0,Hybrid,No,Very Satisfied,No,Yes,Yes
S05227,Female,25.0,Engineering,5.0,Offline,Yes,Dissatisfied,,Yes,No
S05228,Male,,Commerce,2.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S05229,Male,18.0,Commerce,11.0,Offline,Yes,Satisfied,No,Yes,No
S05230,Female,25.0,Arts,1.0,Online,Yes,Neutral,No,Yes,Yes
S05231,Male,20.0,Arts,4.0,Hybrid,Yes,Very Satisfied,No,,No
S05232,Male,,Science,7.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S05233,Female,25.0,Law,5.0,Offline,Yes,Very Dissatisfied,No,No,No
S05234,Female,22.0,Commerce,11.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S05235,Female,22.0,Engineering,2.0,Online,Yes,Satisfied,Yes,No,No
S05236,Female,25.0,Law,11.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S05237,Other,19.0,Commerce,11.0,Online,Yes,,Yes,Yes,No
S05238,Other,23.0,Science,8.0,Offline,Yes,Neutral,No,Yes,
S05239,Female,19.0,Commerce,7.0,Hybrid,Yes,Satisfied,No,No,Yes
S05240,Male,19.0,Arts,9.0,Online,Yes,Dissatisfied,No,Yes,Yes
S05241,Female,,Engineering,5.0,Offline,Yes,,Yes,Yes,Yes
S05242,Female,22.0,,0.0,Offline,Yes,Dissatisfied,No,Yes,No
S05243,Male,24.0,Arts,1.0,Offline,Yes,,Yes,Yes,Yes
S05244,Other,24.0,Law,3.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S05245,Female,25.0,Arts,1.0,Offline,Yes,Satisfied,No,Yes,Yes
S05246,Female,24.0,Engineering,2.0,,Yes,Very Satisfied,No,Yes,Yes
S05247,Other,23.0,Science,7.0,Hybrid,Yes,Very Dissatisfied,Yes,,No
S05248,Other,22.0,Law,,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S05249,Male,25.0,Medicine,5.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S05250,Other,18.0,Commerce,3.0,Offline,,Dissatisfied,Yes,No,Yes
S05251,Other,21.0,Medicine,10.0,Online,Yes,Very Dissatisfied,Yes,,Yes
S05252,Other,21.0,Science,,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S05253,Male,25.0,Medicine,6.0,Hybrid,Yes,Very Satisfied,Yes,No,No
S05254,Other,25.0,Law,9.0,Online,No,Very Satisfied,Yes,Yes,
S05255,Other,18.0,Engineering,10.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S05256,Male,24.0,Engineering,6.0,Offline,Yes,Dissatisfied,No,No,No
S05257,Other,21.0,Science,9.0,Offline,Yes,Dissatisfied,Yes,No,Yes
S05258,Other,23.0,Medicine,8.0,Offline,,Neutral,Yes,Yes,Yes
S05259,Male,25.0,,4.0,Online,Yes,Neutral,,No,No
S05260,Female,22.0,,9.0,Hybrid,Yes,Satisfied,Yes,Yes,
S05261,Male,,Medicine,,Hybrid,Yes,Very Dissatisfied,No,,Yes
S05262,Other,23.0,Medicine,9.0,Offline,Yes,Dissatisfied,Yes,No,No
S05263,Other,22.0,Commerce,,Online,Yes,Neutral,No,No,No
S05264,Other,25.0,Arts,11.0,Offline,No,Very Dissatisfied,No,Yes,No
S05265,Male,23.0,Science,1.0,Offline,Yes,Very Dissatisfied,No,,Yes
S05266,Other,18.0,Law,1.0,Online,Yes,,No,No,Yes
S05267,,25.0,Science,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S05268,Male,19.0,Commerce,8.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S05269,Female,18.0,Law,6.0,Hybrid,Yes,,Yes,No,No
S05270,Female,21.0,Engineering,6.0,Offline,Yes,Satisfied,Yes,Yes,No
S05271,Other,,Engineering,12.0,Offline,Yes,Neutral,Yes,No,No
S05272,Male,23.0,Law,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,
S05273,Other,21.0,Science,6.0,Online,Yes,Very Satisfied,No,Yes,No
S05274,Male,21.0,Science,8.0,Offline,,Neutral,Yes,Yes,No
S05275,Male,25.0,Engineering,9.0,Offline,Yes,Dissatisfied,No,Yes,No
S05276,Female,19.0,Engineering,,Online,Yes,Very Satisfied,No,Yes,No
S05277,Female,24.0,Commerce,8.0,Offline,Yes,Neutral,No,No,No
S05278,Male,21.0,Law,0.0,Online,Yes,Very Dissatisfied,Yes,No,No
S05279,Other,19.0,Science,12.0,Hybrid,Yes,Dissatisfied,No,No,No
S05280,Female,22.0,Commerce,11.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S05281,Other,22.0,Science,,,Yes,Very Dissatisfied,No,Yes,Yes
S05282,Female,23.0,Engineering,6.0,,Yes,Dissatisfied,No,No,No
S05283,Female,24.0,Law,3.0,Hybrid,Yes,Very Satisfied,,Yes,No
S05284,Other,19.0,Arts,1.0,Offline,Yes,Neutral,Yes,Yes,No
S05285,Female,18.0,Law,11.0,Hybrid,Yes,Very Satisfied,No,No,No
S05286,Female,22.0,Medicine,2.0,Offline,,Dissatisfied,Yes,Yes,Yes
S05287,Other,25.0,Arts,6.0,Offline,Yes,Neutral,Yes,Yes,No
S05288,,24.0,Commerce,7.0,Online,Yes,Dissatisfied,No,,Yes
S05289,Female,23.0,Arts,10.0,Offline,Yes,Satisfied,No,Yes,Yes
S05290,Female,18.0,Arts,8.0,Offline,Yes,Satisfied,Yes,No,
S05291,Other,22.0,Commerce,5.0,Hybrid,Yes,Very Satisfied,Yes,No,No
S05292,Male,22.0,Law,9.0,Hybrid,Yes,Dissatisfied,No,No,No
S05293,Other,23.0,Commerce,8.0,Online,Yes,Neutral,No,Yes,Yes
S05294,Male,23.0,,3.0,Online,Yes,Very Satisfied,No,Yes,Yes
S05295,Female,20.0,,11.0,Offline,Yes,Satisfied,Yes,No,Yes
S05296,Male,25.0,Engineering,4.0,Online,Yes,Satisfied,No,Yes,Yes
S05297,Other,21.0,Arts,0.0,Hybrid,Yes,Satisfied,No,Yes,No
S05298,Other,21.0,Commerce,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S05299,Female,18.0,Commerce,8.0,Hybrid,Yes,Neutral,Yes,Yes,No
S05300,Male,21.0,Commerce,8.0,Offline,,Satisfied,No,No,No
S05301,Female,18.0,,2.0,Offline,Yes,Very Satisfied,Yes,No,Yes
S05302,Female,24.0,Medicine,12.0,Online,Yes,Very Satisfied,Yes,Yes,No
S05303,Other,22.0,Law,9.0,Hybrid,Yes,,No,Yes,Yes
S05304,Male,20.0,Science,9.0,Offline,Yes,Very Dissatisfied,No,Yes,No
S05305,Male,20.0,Science,9.0,Offline,Yes,Neutral,Yes,Yes,No
S05306,Male,25.0,Science,7.0,Online,Yes,Satisfied,Yes,Yes,Yes
S05307,Male,,Law,2.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S05308,Female,22.0,Commerce,12.0,Hybrid,Yes,Neutral,No,No,Yes
S05309,Female,23.0,Science,5.0,,Yes,Very Dissatisfied,Yes,No,No
S05310,Other,25.0,Commerce,4.0,Online,Yes,Satisfied,Yes,Yes,Yes
S05311,Female,25.0,Arts,,Online,Yes,Very Satisfied,No,No,No
S05312,Female,19.0,Science,2.0,Online,No,Satisfied,No,Yes,No
S05313,Other,19.0,Arts,0.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S05314,Other,,Law,11.0,Hybrid,Yes,Satisfied,Yes,No,
S05315,Other,23.0,Engineering,8.0,Online,Yes,Very Satisfied,No,Yes,Yes
S05316,Female,18.0,Medicine,9.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S05317,Female,24.0,Law,8.0,Offline,Yes,,No,Yes,Yes
S05318,Other,20.0,Law,2.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S05319,Other,21.0,Law,1.0,Hybrid,Yes,Very Satisfied,Yes,No,No
S05320,Other,25.0,Science,3.0,Online,Yes,Neutral,Yes,Yes,Yes
S05321,Female,22.0,Arts,7.0,Offline,Yes,Satisfied,No,Yes,No
S05322,Female,23.0,Medicine,5.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S05323,Male,25.0,Science,9.0,Offline,Yes,Dissatisfied,Yes,No,Yes
S05324,Female,20.0,Engineering,0.0,Online,Yes,Satisfied,No,Yes,No
S05325,Female,18.0,Medicine,7.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S05326,Female,18.0,Law,4.0,Hybrid,Yes,Neutral,No,Yes,No
S05327,Other,19.0,Commerce,12.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S05328,Female,21.0,Engineering,5.0,Offline,Yes,,Yes,Yes,Yes
S05329,Other,25.0,Arts,4.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S05330,Male,,Engineering,9.0,Offline,Yes,Satisfied,Yes,Yes,No
S05331,Male,,Science,4.0,Offline,Yes,Satisfied,No,Yes,Yes
S05332,Other,25.0,Commerce,2.0,Online,Yes,Dissatisfied,No,Yes,
S05333,Other,24.0,Science,3.0,Offline,No,Satisfied,,No,No
S05334,Other,18.0,Medicine,4.0,Hybrid,,Dissatisfied,Yes,Yes,Yes
S05335,Female,25.0,Law,10.0,Online,Yes,Very Dissatisfied,No,No,Yes
S05336,Male,,Law,10.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S05337,Other,,Engineering,1.0,Online,Yes,Dissatisfied,No,No,Yes
S05338,Female,20.0,Law,5.0,Online,Yes,Satisfied,Yes,Yes,Yes
S05339,Male,21.0,Law,1.0,,Yes,Neutral,Yes,Yes,
S05340,Female,19.0,Medicine,3.0,Offline,Yes,Neutral,No,No,No
S05341,Male,20.0,Arts,,Hybrid,Yes,Very Satisfied,No,Yes,No
S05342,Female,23.0,Arts,0.0,Offline,Yes,,Yes,No,Yes
S05343,Male,25.0,Science,3.0,Online,,Satisfied,No,Yes,No
S05344,Male,19.0,Science,6.0,Offline,Yes,Neutral,No,Yes,Yes
S05345,,22.0,Arts,7.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S05346,Other,19.0,Engineering,1.0,Online,,Very Dissatisfied,Yes,No,Yes
S05347,,20.0,Arts,2.0,Hybrid,,Dissatisfied,Yes,,Yes
S05348,Other,20.0,Science,0.0,Offline,No,Neutral,No,Yes,No
S05349,Female,23.0,Commerce,6.0,Online,Yes,Dissatisfied,No,,Yes
S05350,Other,18.0,,3.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No
S05351,Other,25.0,Medicine,10.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S05352,Other,23.0,Commerce,9.0,Offline,Yes,Very Satisfied,Yes,,No
S05353,Other,20.0,Commerce,7.0,Hybrid,Yes,,Yes,No,Yes
S05354,Other,24.0,,4.0,Online,Yes,Satisfied,Yes,Yes,No
S05355,,19.0,Arts,8.0,Hybrid,Yes,Satisfied,Yes,No,No
S05356,Male,23.0,Engineering,5.0,Offline,No,Very Satisfied,Yes,,Yes
S05357,Male,23.0,Commerce,10.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S05358,Female,25.0,Engineering,9.0,Offline,Yes,Very Satisfied,No,Yes,No
S05359,Other,24.0,Medicine,1.0,Online,Yes,Neutral,No,Yes,Yes
S05360,,,Medicine,0.0,Hybrid,Yes,Dissatisfied,Yes,No,No
S05361,Female,,Medicine,0.0,Online,Yes,Very Satisfied,Yes,No,Yes
S05362,Male,25.0,Science,11.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S05363,Male,18.0,Commerce,11.0,Offline,Yes,Neutral,No,No,Yes
S05364,Other,20.0,Medicine,8.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S05365,Female,20.0,Science,0.0,Offline,Yes,Satisfied,Yes,Yes,
S05366,Other,22.0,Medicine,,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S05367,Other,25.0,Arts,11.0,Offline,Yes,Very Satisfied,No,No,No
S05368,Male,18.0,Commerce,1.0,Hybrid,Yes,Very Satisfied,Yes,Yes,
S05369,Other,22.0,Science,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S05370,,22.0,,3.0,Offline,Yes,Very Satisfied,Yes,No,No
S05371,Other,22.0,Science,0.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S05372,Other,25.0,Medicine,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S05373,Other,21.0,Arts,3.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S05374,Male,22.0,,12.0,Hybrid,Yes,Neutral,Yes,Yes,No
S05375,Female,23.0,Medicine,12.0,Online,,Neutral,No,Yes,Yes
S05376,Male,19.0,Engineering,3.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S05377,Male,23.0,Commerce,6.0,Hybrid,Yes,Neutral,Yes,No,Yes
S05378,Male,23.0,Arts,7.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S05379,Male,20.0,Commerce,12.0,Offline,Yes,Satisfied,Yes,Yes,No
S05380,Male,21.0,Engineering,7.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S05381,Female,25.0,Arts,7.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S05382,Other,,Law,11.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S05383,Male,20.0,Arts,8.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S05384,Male,18.0,Arts,0.0,Hybrid,Yes,Very Satisfied,,Yes,No
S05385,Female,18.0,Law,8.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S05386,Female,25.0,Science,9.0,Offline,Yes,Neutral,Yes,No,Yes
S05387,Other,20.0,Science,7.0,Offline,Yes,,Yes,Yes,No
S05388,Female,19.0,Science,0.0,Online,Yes,Dissatisfied,Yes,,Yes
S05389,Other,25.0,,6.0,Hybrid,No,Very Dissatisfied,,No,Yes
S05390,Male,20.0,Arts,8.0,Hybrid,Yes,Very Satisfied,No,No,No
S05391,Male,20.0,Medicine,3.0,Hybrid,Yes,Neutral,No,No,Yes
S05392,Other,21.0,Law,12.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S05393,Female,25.0,,12.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S05394,Other,18.0,Engineering,8.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S05395,Female,18.0,Law,0.0,Hybrid,Yes,Satisfied,No,No,No
S05396,Male,22.0,Medicine,8.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S05397,Female,23.0,Engineering,5.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S05398,Other,25.0,Engineering,3.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S05399,Other,20.0,,11.0,,Yes,Very Satisfied,No,No,Yes
S05400,Male,25.0,Law,11.0,Offline,,Neutral,No,No,Yes
S05401,Female,20.0,Medicine,4.0,Offline,Yes,Very Satisfied,No,Yes,No
S05402,Female,19.0,Medicine,6.0,Online,Yes,Very Dissatisfied,No,,Yes
S05403,Female,25.0,Commerce,9.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S05404,Male,24.0,Engineering,12.0,Offline,Yes,Neutral,No,Yes,No
S05405,Female,24.0,,3.0,Offline,Yes,Dissatisfied,Yes,No,No
S05406,Other,18.0,Arts,7.0,Offline,,Satisfied,No,No,No
S05407,Female,19.0,Commerce,2.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S05408,Male,21.0,Commerce,1.0,Offline,Yes,Neutral,Yes,No,No
S05409,Female,22.0,Law,0.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S05410,Female,19.0,Commerce,12.0,Online,Yes,Very Satisfied,Yes,No,No
S05411,Other,18.0,Medicine,5.0,Hybrid,Yes,Very Satisfied,No,No,No
S05412,Female,21.0,Law,1.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S05413,Other,20.0,Law,7.0,Hybrid,,Very Satisfied,Yes,No,Yes
S05414,Other,21.0,Science,10.0,Hybrid,,Satisfied,Yes,No,Yes
S05415,Male,23.0,Engineering,9.0,Online,Yes,Neutral,Yes,No,No
S05416,Other,25.0,Commerce,12.0,Online,No,Dissatisfied,Yes,Yes,Yes
S05417,Other,19.0,Engineering,,Hybrid,,Satisfied,Yes,Yes,Yes
S05418,Male,18.0,Engineering,,Offline,Yes,Neutral,Yes,No,Yes
S05419,Other,19.0,Engineering,3.0,Hybrid,Yes,Satisfied,No,Yes,No
S05420,,20.0,Law,3.0,Offline,No,Very Satisfied,Yes,No,No
S05421,Female,24.0,Engineering,12.0,Offline,Yes,,No,No,No
S05422,Male,20.0,Commerce,11.0,Online,No,Dissatisfied,Yes,No,Yes
S05423,Other,18.0,Law,7.0,,Yes,Satisfied,No,Yes,No
S05424,Male,23.0,Commerce,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S05425,Other,22.0,Law,12.0,Hybrid,,Very Satisfied,,,
S05426,Female,25.0,Arts,7.0,Online,Yes,Satisfied,No,Yes,Yes
S05427,Male,25.0,Arts,4.0,Offline,Yes,Neutral,,No,Yes
S05428,Female,21.0,Arts,2.0,,No,Very Satisfied,No,No,Yes
S05429,Other,21.0,Arts,11.0,Offline,Yes,Neutral,Yes,Yes,No
S05430,Other,20.0,Law,1.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes
S05431,Female,19.0,Engineering,8.0,Online,Yes,,Yes,No,Yes
S05432,Male,24.0,Science,8.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes
S05433,Male,19.0,Medicine,4.0,Online,Yes,Very Satisfied,Yes,Yes,No
S05434,Other,23.0,,12.0,Hybrid,No,Satisfied,Yes,No,No
S05435,Female,22.0,Arts,7.0,Hybrid,Yes,Satisfied,,Yes,
S05436,,25.0,Engineering,6.0,Offline,Yes,Very Satisfied,Yes,No,Yes
S05437,Male,19.0,Commerce,2.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S05438,Male,25.0,Engineering,11.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S05439,Male,21.0,Commerce,4.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S05440,Female,25.0,Science,,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S05441,Male,24.0,Engineering,8.0,Offline,Yes,Very Satisfied,Yes,No,Yes
S05442,Male,25.0,Engineering,3.0,Hybrid,Yes,Neutral,No,Yes,Yes
S05443,Other,19.0,Medicine,2.0,Online,Yes,Neutral,No,Yes,No
S05444,Male,24.0,Science,6.0,Online,Yes,Neutral,No,No,No
S05445,Male,25.0,Engineering,7.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S05446,Female,22.0,Commerce,4.0,Hybrid,Yes,Dissatisfied,Yes,No,
S05447,Female,21.0,Engineering,12.0,Online,Yes,Dissatisfied,No,Yes,Yes
S05448,Other,25.0,Commerce,7.0,Offline,Yes,Satisfied,Yes,Yes,No
S05449,Male,24.0,Arts,4.0,Hybrid,Yes,Dissatisfied,No,Yes,No
S05450,Other,19.0,Engineering,8.0,Offline,No,Neutral,No,Yes,No
S05451,Female,,Commerce,6.0,Offline,,Very Satisfied,Yes,Yes,Yes
S05452,Other,20.0,Science,4.0,Hybrid,Yes,Satisfied,No,Yes,No
S05453,Female,20.0,,12.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes
S05454,Other,23.0,Engineering,8.0,Online,Yes,Dissatisfied,No,No,Yes
S05455,Other,20.0,Medicine,4.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S05456,Male,19.0,Commerce,7.0,Online,Yes,Neutral,No,No,No
S05457,Other,22.0,Medicine,11.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S05458,Male,21.0,Engineering,3.0,Offline,Yes,Very Dissatisfied,Yes,No,No
S05459,Male,24.0,Commerce,8.0,,Yes,Dissatisfied,No,No,No
S05460,Male,18.0,Engineering,11.0,Online,Yes,Very Satisfied,,Yes,Yes
S05461,Male,20.0,Arts,5.0,Hybrid,Yes,Neutral,No,Yes,No
