Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S05224,Female,20.0,Engineering,7.0,Hybrid,Yes,Satisfied,Yes,Yes,No,52.0
S05225,Other,19.0,Medicine,11.0,Offline,Yes,Satisfied,,No,Yes,88.0
S05226,Female,24.0,Science,10.0,Hybrid,No,Very Satisfied,No,Yes,Yes,85.0
S05227,Female,25.0,Engineering,5.0,Offline,Yes,Dissatisfied,,Yes,No,43.0
S05228,Male,,Commerce,2.0,Hybrid,Yes,Dissatisfied,No,Yes,No,40.0
S05229,Male,18.0,Commerce,11.0,Offline,Yes,Satisfied,No,Yes,No,83.0
S05230,Female,25.0,Arts,1.0,Online,Yes,Neutral,No,Yes,Yes,40.0
S05231,Male,20.0,Arts,4.0,Hybrid,Yes,Very Satisfied,No,,No,40.0
S05232,Male,,Science,7.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,61.0
S05233,Female,25.0,Law,5.0,Offline,Yes,Very Dissatisfied,No,No,No,40.0
S05234,Female,22.0,Commerce,11.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,85.0
S05235,Female,22.0,Engineering,2.0,Online,Yes,Satisfied,Yes,No,No,40.0
S05236,Female,25.0,Law,11.0,Online,Yes,Very Dissatisfied,No,Yes,Yes,89.0
S05237,Other,19.0,Commerce,11.0,Online,Yes,,Yes,Yes,No,84.0
S05238,Other,23.0,Science,8.0,Offline,Yes,Neutral,No,Yes,,65.0
S05239,Female,19.0,Commerce,7.0,Hybrid,Yes,Satisfied,No,No,Yes,51.0
S05240,Male,19.0,Arts,9.0,Online,Yes,Dissatisfied,No,Yes,Yes,75.0
S05241,Female,,Engineering,5.0,Offline,Yes,,Yes,Yes,Yes,41.0
S05242,Female,22.0,,0.0,Offline,Yes,Dissatisfied,No,Yes,No,40.0
S05243,Male,24.0,Arts,1.0,Offline,Yes,,Yes,Yes,Yes,40.0
S05244,Other,24.0,Law,3.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S05245,Female,25.0,Arts,1.0,Offline,Yes,Satisfied,No,Yes,Yes,40.0
S05246,Female,24.0,Engineering,2.0,,Yes,Very Satisfied,No,Yes,Yes,40.0
S05247,Other,23.0,Science,7.0,Hybrid,Yes,Very Dissatisfied,Yes,,No,55.0
S05248,Other,22.0,Law,6.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,51.0
S05249,Male,25.0,Medicine,5.0,Offline,Yes,Very Satisfied,Yes,Yes,No,40.0
S05250,Other,18.0,Commerce,3.0,Offline,,Dissatisfied,Yes,No,Yes,40.0
S05251,Other,21.0,Medicine,10.0,Online,Yes,Very Dissatisfied,Yes,,Yes,77.0
S05252,Other,21.0,Science,6.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,47.0
S05253,Male,25.0,Medicine,6.0,Hybrid,Yes,Very Satisfied,Yes,No,No,50.0
S05254,Other,25.0,Law,9.0,Online,No,Very Satisfied,Yes,Yes,,68.0
S05255,Other,18.0,Engineering,10.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,79.0
S05256,Male,24.0,Engineering,6.0,Offline,Yes,Dissatisfied,No,No,No,48.0
S05257,Other,21.0,Science,9.0,Offline,Yes,Dissatisfied,Yes,No,Yes,76.0
S05258,Other,23.0,Medicine,8.0,Offline,,Neutral,Yes,Yes,Yes,66.0
S05259,Male,25.0,,4.0,Online,Yes,Neutral,,No,No,40.0
S05260,Female,22.0,,9.0,Hybrid,Yes,Satisfied,Yes,Yes,,71.0
S05261,Male,,Medicine,6.0,Hybrid,Yes,Very Dissatisfied,No,,Yes,51.0
S05262,Other,23.0,Medicine,9.0,Offline,Yes,Dissatisfied,Yes,No,No,70.0
S05263,Other,22.0,Commerce,6.0,Online,Yes,Neutral,No,No,No,51.0
S05264,Other,25.0,Arts,11.0,Offline,No,Very Dissatisfied,No,Yes,No,93.0
S05265,Male,23.0,Science,1.0,Offline,Yes,Very Dissatisfied,No,,Yes,40.0
S05266,Other,18.0,Law,1.0,Online,Yes,,No,No,Yes,40.0
S05267,,25.0,Science,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,86.0
S05268,Male,19.0,Commerce,8.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes,60.0
S05269,Female,18.0,Law,6.0,Hybrid,Yes,,Yes,No,No,50.0
S05270,Female,21.0,Engineering,6.0,Offline,Yes,Satisfied,Yes,Yes,No,48.0
S05271,Other,,Engineering,12.0,Offline,Yes,Neutral,Yes,No,No,93.0
S05272,Male,23.0,Law,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,,40.0
S05273,Other,21.0,Science,6.0,Online,Yes,Very Satisfied,No,Yes,No,52.0
S05274,Male,21.0,Science,8.0,Offline,,Neutral,Yes,Yes,No,65.0
S05275,Male,25.0,Engineering,9.0,Offline,Yes,Dissatisfied,No,Yes,No,72.0
S05276,Female,19.0,Engineering,6.0,Online,Yes,Very Satisfied,No,Yes,No,44.0
S05277,Female,24.0,Commerce,8.0,Offline,Yes,Neutral,No,No,No,66.0
S05278,Male,21.0,Law,0.0,Online,Yes,Very Dissatisfied,Yes,No,No,40.0
S05279,Other,19.0,Science,12.0,Hybrid,Yes,Dissatisfied,No,No,No,91.0
S05280,Female,22.0,Commerce,11.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,88.0
S05281,Other,22.0,Science,6.0,,Yes,Very Dissatisfied,No,Yes,Yes,47.0
S05282,Female,23.0,Engineering,6.0,,Yes,Dissatisfied,No,No,No,51.0
S05283,Female,24.0,Law,3.0,Hybrid,Yes,Very Satisfied,,Yes,No,40.0
S05284,Other,19.0,Arts,1.0,Offline,Yes,Neutral,Yes,Yes,No,40.0
S05285,Female,18.0,Law,11.0,Hybrid,Yes,Very Satisfied,No,No,No,89.0
S05286,Female,22.0,Medicine,2.0,Offline,,Dissatisfied,Yes,Yes,Yes,40.0
S05287,Other,25.0,Arts,6.0,Offline,Yes,Neutral,Yes,Yes,No,43.0
S05288,,24.0,Commerce,7.0,Online,Yes,Dissatisfied,No,,Yes,61.0
S05289,Female,23.0,Arts,10.0,Offline,Yes,Satisfied,No,Yes,Yes,82.0
S05290,Female,18.0,Arts,8.0,Offline,Yes,Satisfied,Yes,No,,61.0
S05291,Other,22.0,Commerce,5.0,Hybrid,Yes,Very Satisfied,Yes,No,No,45.0
S05292,Male,22.0,Law,9.0,Hybrid,Yes,Dissatisfied,No,No,No,74.0
S05293,Other,23.0,Commerce,8.0,Online,Yes,Neutral,No,Yes,Yes,65.0
S05294,Male,23.0,,3.0,Online,Yes,Very Satisfied,No,Yes,Yes,40.0
S05295,Female,20.0,,11.0,Offline,Yes,Satisfied,Yes,No,Yes,83.0
S05296,Male,25.0,Engineering,4.0,Online,Yes,Satisfied,No,Yes,Yes,40.0
S05297,Other,21.0,Arts,0.0,Hybrid,Yes,Satisfied,No,Yes,No,40.0
S05298,Other,21.0,Commerce,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,64.0
S05299,Female,18.0,Commerce,8.0,Hybrid,Yes,Neutral,Yes,Yes,No,69.0
S05300,Male,21.0,Commerce,8.0,Offline,,Satisfied,No,No,No,68.0
S05301,Female,18.0,,2.0,Offline,Yes,Very Satisfied,Yes,No,Yes,40.0
S05302,Female,24.0,Medicine,12.0,Online,Yes,Very Satisfied,Yes,Yes,No,100.0
S05303,Other,22.0,Law,9.0,Hybrid,Yes,,No,Yes,Yes,74.0
S05304,Male,20.0,Science,9.0,Offline,Yes,Very Dissatisfied,No,Yes,No,73.0
S05305,Male,20.0,Science,9.0,Offline,Yes,Neutral,Yes,Yes,No,70.0
S05306,Male,25.0,Science,7.0,Online,Yes,Satisfied,Yes,Yes,Yes,51.0
S05307,Male,,Law,2.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S05308,Female,22.0,Commerce,12.0,Hybrid,Yes,Neutral,No,No,Yes,94.0
S05309,Female,23.0,Science,5.0,,Yes,Very Dissatisfied,Yes,No,No,40.0
S05310,Other,25.0,Commerce,4.0,Online,Yes,Satisfied,Yes,Yes,Yes,40.0
S05311,Female,25.0,Arts,6.0,Online,Yes,Very Satisfied,No,No,No,46.0
S05312,Female,19.0,Science,2.0,Online,No,Satisfied,No,Yes,No,40.0
S05313,Other,19.0,Arts,0.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No,40.0
S05314,Other,,Law,11.0,Hybrid,Yes,Satisfied,Yes,No,,93.0
S05315,Other,23.0,Engineering,8.0,Online,Yes,Very Satisfied,No,Yes,Yes,68.0
S05316,Female,18.0,Medicine,9.0,Offline,Yes,Dissatisfied,No,Yes,Yes,73.0
S05317,Female,24.0,Law,8.0,Offline,Yes,,No,Yes,Yes,60.0
S05318,Other,20.0,Law,2.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No,40.0
S05319,Other,21.0,Law,1.0,Hybrid,Yes,Very Satisfied,Yes,No,No,40.0
S05320,Other,25.0,Science,3.0,Online,Yes,Neutral,Yes,Yes,Yes,40.0
S05321,Female,22.0,Arts,7.0,Offline,Yes,Satisfied,No,Yes,No,60.0
S05322,Female,23.0,Medicine,5.0,Hybrid,Yes,Dissatisfied,No,Yes,No,44.0
S05323,Male,25.0,Science,9.0,Offline,Yes,Dissatisfied,Yes,No,Yes,76.0
S05324,Female,20.0,Engineering,0.0,Online,Yes,Satisfied,No,Yes,No,40.0
S05325,Female,18.0,Medicine,7.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,60.0
S05326,Female,18.0,Law,4.0,Hybrid,Yes,Neutral,No,Yes,No,40.0
S05327,Other,19.0,Commerce,12.0,Offline,Yes,Very Satisfied,No,Yes,Yes,95.0
S05328,Female,21.0,Engineering,5.0,Offline,Yes,,Yes,Yes,Yes,42.0
S05329,Other,25.0,Arts,4.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S05330,Male,,Engineering,9.0,Offline,Yes,Satisfied,Yes,Yes,No,69.0
S05331,Male,,Science,4.0,Offline,Yes,Satisfied,No,Yes,Yes,40.0
S05332,Other,25.0,Commerce,2.0,Online,Yes,Dissatisfied,No,Yes,,40.0
S05333,Other,24.0,Science,3.0,Offline,No,Satisfied,,No,No,40.0
S05334,Other,18.0,Medicine,4.0,Hybrid,,Dissatisfied,Yes,Yes,Yes,40.0
S05335,Female,25.0,Law,10.0,Online,Yes,Very Dissatisfied,No,No,Yes,76.0
S05336,Male,,Law,10.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No,81.0
S05337,Other,,Engineering,1.0,Online,Yes,Dissatisfied,No,No,Yes,40.0
S05338,Female,20.0,Law,5.0,Online,Yes,Satisfied,Yes,Yes,Yes,44.0
S05339,Male,21.0,Law,1.0,,Yes,Neutral,Yes,Yes,,40.0
S05340,Female,19.0,Medicine,3.0,Offline,Yes,Neutral,No,No,No,40.0
S05341,Male,20.0,Arts,6.0,Hybrid,Yes,Very Satisfied,No,Yes,No,46.0
S05342,Female,23.0,Arts,0.0,Offline,Yes,,Yes,No,Yes,40.0
S05343,Male,25.0,Science,3.0,Online,,Satisfied,No,Yes,No,40.0
S05344,Male,19.0,Science,6.0,Offline,Yes,Neutral,No,Yes,Yes,53.0
S05345,,22.0,Arts,7.0,Hybrid,Yes,Very Satisfied,No,No,Yes,60.0
S05346,Other,19.0,Engineering,1.0,Online,,Very Dissatisfied,Yes,No,Yes,40.0
S05347,,20.0,Arts,2.0,Hybrid,,Dissatisfied,Yes,,Yes,40.0
S05348,Other,20.0,Science,0.0,Offline,No,Neutral,No,Yes,No,40.0
S05349,Female,23.0,Commerce,6.0,Online,Yes,Dissatisfied,No,,Yes,47.0
S05350,Other,18.0,,3.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No,40.0
S05351,Other,25.0,Medicine,10.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,83.0
S05352,Other,23.0,Commerce,9.0,Offline,Yes,Very Satisfied,Yes,,No,72.0
S05353,Other,20.0,Commerce,7.0,Hybrid,Yes,,Yes,No,Yes,52.0
S05354,Other,24.0,,4.0,Online,Yes,Satisfied,Yes,Yes,No,40.0
S05355,,19.0,Arts,8.0,Hybrid,Yes,Satisfied,Yes,No,No,66.0
S05356,Male,23.0,Engineering,5.0,Offline,No,Very Satisfied,Yes,,Yes,40.0
S05357,Male,23.0,Commerce,10.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes,77.0
S05358,Female,25.0,Engineering,9.0,Offline,Yes,Very Satisfied,No,Yes,No,76.0
S05359,Other,24.0,Medicine,1.0,Online,Yes,Neutral,No,Yes,Yes,40.0
S05360,,,Medicine,0.0,Hybrid,Yes,Dissatisfied,Yes,No,No,40.0
S05361,Female,,Medicine,0.0,Online,Yes,Very Satisfied,Yes,No,Yes,40.0
S05362,Male,25.0,Science,11.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes,90.0
S05363,Male,18.0,Commerce,11.0,Offline,Yes,Neutral,No,No,Yes,83.0
S05364,Other,20.0,Medicine,8.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,63.0
S05365,Female,20.0,Science,0.0,Offline,Yes,Satisfied,Yes,Yes,,40.0
S05366,Other,22.0,Medicine,6.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,49.0
S05367,Other,25.0,Arts,11.0,Offline,Yes,Very Satisfied,No,No,No,87.0
S05368,Male,18.0,Commerce,1.0,Hybrid,Yes,Very Satisfied,Yes,Yes,,40.0
S05369,Other,22.0,Science,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,93.0
S05370,,22.0,,3.0,Offline,Yes,Very Satisfied,Yes,No,No,40.0
S05371,Other,22.0,Science,0.0,Offline,Yes,Very Satisfied,Yes,Yes,No,40.0
S05372,Other,25.0,Medicine,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,40.0
S05373,Other,21.0,Arts,3.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,40.0
S05374,Male,22.0,,12.0,Hybrid,Yes,Neutral,Yes,Yes,No,95.0
S05375,Female,23.0,Medicine,12.0,Online,,Neutral,No,Yes,Yes,100.0
S05376,Male,19.0,Engineering,3.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S05377,Male,23.0,Commerce,6.0,Hybrid,Yes,Neutral,Yes,No,Yes,50.0
S05378,Male,23.0,Arts,7.0,Hybrid,Yes,Satisfied,Yes,Yes,No,53.0
S05379,Male,20.0,Commerce,12.0,Offline,Yes,Satisfied,Yes,Yes,No,91.0
S05380,Male,21.0,Engineering,7.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,59.0
S05381,Female,25.0,Arts,7.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes,59.0
S05382,Other,,Law,11.0,Hybrid,Yes,Very Satisfied,No,No,Yes,88.0
S05383,Male,20.0,Arts,8.0,Offline,Yes,Dissatisfied,Yes,Yes,No,68.0
S05384,Male,18.0,Arts,0.0,Hybrid,Yes,Very Satisfied,,Yes,No,40.0
S05385,Female,18.0,Law,8.0,Hybrid,Yes,Neutral,Yes,Yes,Yes,66.0
S05386,Female,25.0,Science,9.0,Offline,Yes,Neutral,Yes,No,Yes,68.0
S05387,Other,20.0,Science,7.0,Offline,Yes,,Yes,Yes,No,59.0
S05388,Female,19.0,Science,0.0,Online,Yes,Dissatisfied,Yes,,Yes,40.0
S05389,Other,25.0,,6.0,Hybrid,No,Very Dissatisfied,,No,Yes,45.0
S05390,Male,20.0,Arts,8.0,Hybrid,Yes,Very Satisfied,No,No,No,63.0
S05391,Male,20.0,Medicine,3.0,Hybrid,Yes,Neutral,No,No,Yes,40.0
S05392,Other,21.0,Law,12.0,Hybrid,Yes,Very Satisfied,No,Yes,No,91.0
S05393,Female,25.0,,12.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No,99.0
S05394,Other,18.0,Engineering,8.0,Offline,Yes,Very Satisfied,No,Yes,Yes,62.0
S05395,Female,18.0,Law,0.0,Hybrid,Yes,Satisfied,No,No,No,40.0
S05396,Male,22.0,Medicine,8.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,62.0
S05397,Female,23.0,Engineering,5.0,Online,Yes,Very Dissatisfied,No,Yes,Yes,44.0
S05398,Other,25.0,Engineering,3.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,40.0
S05399,Other,20.0,,11.0,,Yes,Very Satisfied,No,No,Yes,88.0
S05400,Male,25.0,Law,11.0,Offline,,Neutral,No,No,Yes,93.0
S05401,Female,20.0,Medicine,4.0,Offline,Yes,Very Satisfied,No,Yes,No,40.0
S05402,Female,19.0,Medicine,6.0,Online,Yes,Very Dissatisfied,No,,Yes,46.0
S05403,Female,25.0,Commerce,9.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,69.0
S05404,Male,24.0,Engineering,12.0,Offline,Yes,Neutral,No,Yes,No,91.0
S05405,Female,24.0,,3.0,Offline,Yes,Dissatisfied,Yes,No,No,40.0
S05406,Other,18.0,Arts,7.0,Offline,,Satisfied,No,No,No,57.0
S05407,Female,19.0,Commerce,2.0,Offline,Yes,Very Dissatisfied,No,No,Yes,40.0
S05408,Male,21.0,Commerce,1.0,Offline,Yes,Neutral,Yes,No,No,40.0
S05409,Female,22.0,Law,0.0,Offline,Yes,Satisfied,Yes,Yes,Yes,40.0
S05410,Female,19.0,Commerce,12.0,Online,Yes,Very Satisfied,Yes,No,No,91.0
S05411,Other,18.0,Medicine,5.0,Hybrid,Yes,Very Satisfied,No,No,No,40.0
S05412,Female,21.0,Law,1.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S05413,Other,20.0,Law,7.0,Hybrid,,Very Satisfied,Yes,No,Yes,53.0
S05414,Other,21.0,Science,10.0,Hybrid,,Satisfied,Yes,No,Yes,80.0
S05415,Male,23.0,Engineering,9.0,Online,Yes,Neutral,Yes,No,No,69.0
S05416,Other,25.0,Commerce,12.0,Online,No,Dissatisfied,Yes,Yes,Yes,93.0
S05417,Other,19.0,Engineering,6.0,Hybrid,,Satisfied,Yes,Yes,Yes,48.0
S05418,Male,18.0,Engineering,6.0,Offline,Yes,Neutral,Yes,No,Yes,47.0
S05419,Other,19.0,Engineering,3.0,Hybrid,Yes,Satisfied,No,Yes,No,40.0
S05420,,20.0,Law,3.0,Offline,No,Very Satisfied,Yes,No,No,40.0
S05421,Female,24.0,Engineering,12.0,Offline,Yes,,No,No,No,91.0
S05422,Male,20.0,Commerce,11.0,Online,No,Dissatisfied,Yes,No,Yes,85.0
S05423,Other,18.0,Law,7.0,,Yes,Satisfied,No,Yes,No,53.0
S05424,Male,23.0,Commerce,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,93.0
S05425,Other,22.0,Law,12.0,Hybrid,,Very Satisfied,,,,96.0
S05426,Female,25.0,Arts,7.0,Online,Yes,Satisfied,No,Yes,Yes,58.0
S05427,Male,25.0,Arts,4.0,Offline,Yes,Neutral,,No,Yes,40.0
S05428,Female,21.0,Arts,2.0,,No,Very Satisfied,No,No,Yes,40.0
S05429,Other,21.0,Arts,11.0,Offline,Yes,Neutral,Yes,Yes,No,88.0
S05430,Other,20.0,Law,1.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes,40.0
S05431,Female,19.0,Engineering,8.0,Online,Yes,,Yes,No,Yes,64.0
S05432,Male,24.0,Science,8.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,68.0
S05433,Male,19.0,Medicine,4.0,Online,Yes,Very Satisfied,Yes,Yes,No,40.0
S05434,Other,23.0,,12.0,Hybrid,No,Satisfied,Yes,No,No,94.0
S05435,Female,22.0,Arts,7.0,Hybrid,Yes,Satisfied,,Yes,,51.0
S05436,,25.0,Engineering,6.0,Offline,Yes,Very Satisfied,Yes,No,Yes,50.0
S05437,Male,19.0,Commerce,2.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S05438,Male,25.0,Engineering,11.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,88.0
S05439,Male,21.0,Commerce,4.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S05440,Female,25.0,Science,6.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,45.0
S05441,Male,24.0,Engineering,8.0,Offline,Yes,Very Satisfied,Yes,No,Yes,69.0
S05442,Male,25.0,Engineering,3.0,Hybrid,Yes,Neutral,No,Yes,Yes,40.0
S05443,Other,19.0,Medicine,2.0,Online,Yes,Neutral,No,Yes,No,40.0
S05444,Male,24.0,Science,6.0,Online,Yes,Neutral,No,No,No,53.0
S05445,Male,25.0,Engineering,7.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No,59.0
S05446,Female,22.0,Commerce,4.0,Hybrid,Yes,Dissatisfied,Yes,No,,40.0
S05447,Female,21.0,Engineering,12.0,Online,Yes,Dissatisfied,No,Yes,Yes,100.0
S05448,Other,25.0,Commerce,7.0,Offline,Yes,Satisfied,Yes,Yes,No,53.0
S05449,Male,24.0,Arts,4.0,Hybrid,Yes,Dissatisfied,No,Yes,No,40.0
S05450,Other,19.0,Engineering,8.0,Offline,No,Neutral,No,Yes,No,62.0
S05451,Female,,Commerce,6.0,Offline,,Very Satisfied,Yes,Yes,Yes,49.0
S05452,Other,20.0,Science,4.0,Hybrid,Yes,Satisfied,No,Yes,No,40.0
S05453,Female,20.0,,12.0,Offline,Yes,Very Dissatisfied,Yes,No,Yes,100.0
S05454,Other,23.0,Engineering,8.0,Online,Yes,Dissatisfied,No,No,Yes,66.0
S05455,Other,20.0,Medicine,4.0,Offline,Yes,Very Satisfied,Yes,Yes,No,40.0
S05456,Male,19.0,Commerce,7.0,Online,Yes,Neutral,No,No,No,58.0
S05457,Other,22.0,Medicine,11.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,88.0
S05458,Male,21.0,Engineering,3.0,Offline,Yes,Very Dissatisfied,Yes,No,No,40.0
S05459,Male,24.0,Commerce,8.0,,Yes,Dissatisfied,No,No,No,69.0
S05460,Male,18.0,Engineering,11.0,Online,Yes,Very Satisfied,,Yes,Yes,93.0
S05461,Male,20.0,Arts,5.0,Hybrid,Yes,Neutral,No,Yes,No,40.0
S05462,Other,20.0,Arts,5.0,Offline,Yes,Neutral,Yes,Yes,No,40.0
S05463,Female,18.0,Engineering,2.0,Online,Yes,Neutral,No,No,,40.0
S05464,Female,24.0,Engineering,12.0,Online,Yes,Neutral,Yes,Yes,No,93.0
S05465,Female,24.0,Law,2.0,Hybrid,Yes,Dissatisfied,No,No,,40.0
S05466,,18.0,Engineering,3.0,Offline,Yes,Dissatisfied,No,Yes,No,40.0
S05467,Male,24.0,Engineering,0.0,Offline,Yes,,No,Yes,No,40.0
S05468,Female,19.0,Medicine,5.0,Online,Yes,Satisfied,Yes,No,Yes,40.0
S05469,Other,24.0,,0.0,Offline,Yes,Dissatisfied,No,No,Yes,40.0
S05470,Male,21.0,Arts,10.0,Offline,Yes,Neutral,Yes,Yes,,83.0
S05471,Female,24.0,Medicine,3.0,Offline,,Very Satisfied,No,Yes,No,40.0
S05472,Male,25.0,Engineering,12.0,Offline,Yes,Neutral,Yes,Yes,Yes,98.0
S05473,Female,25.0,Science,6.0,Offline,Yes,Dissatisfied,,No,No,49.0
S05474,Female,20.0,Engineering,11.0,Offline,Yes,Very Satisfied,No,,No,85.0
S05475,Female,22.0,Law,5.0,Offline,No,Neutral,No,No,No,44.0
S05476,Male,19.0,Commerce,7.0,Online,Yes,Satisfied,No,Yes,No,54.0
S05477,Other,19.0,Arts,3.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S05478,Male,24.0,Medicine,8.0,,Yes,Very Dissatisfied,No,No,No,61.0
S05479,Female,22.0,Science,9.0,Offline,Yes,Neutral,Yes,Yes,Yes,77.0
S05480,Male,22.0,Commerce,7.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No,59.0
S05481,Other,23.0,Science,4.0,Online,Yes,Satisfied,Yes,Yes,Yes,40.0
S05482,Male,22.0,Arts,5.0,Hybrid,Yes,Satisfied,No,No,No,40.0
S05483,Other,24.0,Medicine,4.0,Online,Yes,Neutral,Yes,No,Yes,40.0
S05484,Other,24.0,Law,5.0,Hybrid,Yes,Satisfied,Yes,No,No,41.0
S05485,Male,18.0,Arts,0.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S05486,Female,20.0,Science,3.0,Hybrid,,Neutral,Yes,Yes,No,40.0
S05487,Other,25.0,Science,8.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,68.0
S05488,,23.0,Arts,3.0,Online,Yes,Satisfied,No,No,No,40.0
S05489,Other,24.0,Engineering,1.0,Offline,Yes,Satisfied,No,Yes,No,40.0
S05490,Female,18.0,Arts,5.0,Online,Yes,Very Satisfied,,Yes,No,40.0
S05491,Male,23.0,Medicine,1.0,,Yes,Dissatisfied,No,No,Yes,40.0
S05492,Male,20.0,Medicine,2.0,Online,Yes,Dissatisfied,No,Yes,No,40.0
S05493,Male,23.0,Law,6.0,Online,Yes,Neutral,Yes,Yes,Yes,47.0
S05494,Female,18.0,Arts,3.0,Offline,Yes,Very Dissatisfied,,No,No,40.0
S05495,Other,21.0,Commerce,6.0,Offline,Yes,Dissatisfied,No,,No,44.0
S05496,Male,25.0,Medicine,8.0,Online,Yes,Neutral,Yes,Yes,Yes,68.0
S05497,Other,24.0,Medicine,5.0,Hybrid,Yes,,No,No,No,42.0
S05498,Other,25.0,Medicine,8.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes,63.0
S05499,Female,20.0,Engineering,2.0,Online,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S05500,Male,,Commerce,4.0,Offline,Yes,Very Satisfied,No,Yes,No,40.0
S05501,Other,20.0,Arts,8.0,Hybrid,No,Very Satisfied,,Yes,Yes,63.0
S05502,Male,20.0,Engineering,5.0,Offline,Yes,Dissatisfied,No,,Yes,42.0
S05503,Male,20.0,Medicine,1.0,Offline,Yes,Very Satisfied,No,Yes,Yes,40.0
S05504,Female,21.0,Commerce,0.0,Hybrid,Yes,Neutral,Yes,Yes,Yes,40.0
S05505,Male,24.0,Commerce,8.0,Online,Yes,Very Dissatisfied,No,Yes,No,62.0
S05506,Male,18.0,Engineering,0.0,Offline,Yes,Satisfied,No,No,No,40.0
S05507,Other,24.0,,4.0,Hybrid,Yes,Very Dissatisfied,,Yes,No,40.0
S05508,Female,19.0,Engineering,0.0,Offline,,Satisfied,Yes,Yes,Yes,40.0
S05509,Male,18.0,Science,4.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes,40.0
S05510,Other,23.0,Medicine,4.0,Online,Yes,Neutral,No,Yes,No,40.0
S05511,Female,23.0,Engineering,6.0,Online,Yes,Satisfied,No,No,No,48.0
S05512,Female,23.0,Arts,6.0,Online,Yes,Very Satisfied,No,No,Yes,47.0
S05513,Other,18.0,Medicine,10.0,Offline,Yes,Satisfied,Yes,No,No,83.0
S05514,Other,22.0,Law,9.0,Online,Yes,Dissatisfied,,Yes,Yes,76.0
S05515,Other,21.0,Medicine,0.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S05516,Other,22.0,Science,8.0,Online,Yes,Neutral,Yes,Yes,No,62.0
S05517,Other,24.0,Engineering,0.0,Online,Yes,Very Satisfied,Yes,No,No,40.0
S05518,Male,23.0,Law,4.0,Hybrid,Yes,Neutral,Yes,Yes,No,40.0
S05519,Male,,Science,6.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,52.0
S05520,Female,18.0,Arts,11.0,Offline,Yes,Satisfied,No,Yes,Yes,86.0
